sample_name	collection_date	tube_id	title	scientific_name	taxon_id	description	qiita_sample_type	sample_type	geo_loc_name	country	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	latitude	longitude	collection_timestamp	dna_extracted	physical_speciman_location	physical_speciman_remaining	host_age	host_age_units	host_taxid	host_scientific_name	host_common_name	host_life_stage	sex	host_height	host_height_units	host_weight_units	host_body_mass_index	host_body_habitat	host_body_site	host_body_product	depth	altitude	isolate_strain_taxonomy_id	isolate_scientific_name	experiment_set	host_subject_id	diet	day_post_inf	host_weight
52.9940.0620	6-20-22	52.9940.0620	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-20-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9940	Chow	-8	16.8
52.9948.0620	6-20-22	52.9948.0620	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-20-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9948	LF/LF	-8	18.3
51.9945.0613	6-13-22	51.9945.0613	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-13-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9945	LF/LF	-15	16.9
43.9877.0611	6-11-22	43.9877.0611	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-11-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9877	HF/HF	-3	23
51.9953.0613	6-13-22	51.9953.0613	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-13-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9953	HF/LF	-15	16.5
34.9840.0531	5-31-22	34.9840.0531	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	5-31-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9840	HF/HF	0	18.9
41.9885.0530	5-30-22	41.9885.0530	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	5-30-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9885	LF/LF	-15	17.7
44.9885.0614	6-14-22	44.9885.0614	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-14-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9885	LF/LF	0	19.7
54.9944.0628	6-28-22	54.9944.0628	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-28-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9944	LF/LF	0	17.9
43.9876.0611	6-11-22	43.9876.0611	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-11-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9876	HF/HF	-3	22.7
34.9837.0531	5-31-22	34.9837.0531	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	5-31-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9837	HF/HF	0	18.5
52.9951.0620	6-20-22	52.9951.0620	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-20-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9951	HF/LF	-8	16.5
51.9944.0613	6-13-22	51.9944.0613	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-13-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9944	LF/LF	-15	16.5
41.9871.0530	5-30-22	41.9871.0530	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	5-30-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9871	LF/HF	-15	17.9
44.9877.0614	6-14-22	44.9877.0614	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-14-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9877	HF/HF	0	21.8
52.9946.0620	6-20-22	52.9946.0620	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-20-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9946	LF/LF	-8	18.3
52.9945.0620	6-20-22	52.9945.0620	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-20-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9945	LF/LF	-8	16.7
52.9947.0620	6-20-22	52.9947.0620	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-20-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9947	LF/LF	-8	16.2
52.9944.0620	6-20-22	52.9944.0620	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-20-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9944	LF/LF	-8	16.9
43.9880.0611	6-11-22	43.9880.0611	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-11-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9880	HF/HF	-3	21.1
51.9939.0613	6-13-22	51.9939.0613	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse gut metagenome	410661	University of Arizona:mouse:fecal sample	feces	feces	USA:AZ:Tucson	USA	728	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	fecal material	host-associated	32.23951	110.94564	6-13-22	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:feces	UBERON:feces	UBERON:feces	not applicable	not applicable	not applicable	not applicable	arizona_experiments	9939	Chow	-15	16.9
